Fraktion/Gruppe,Vorname,Name,ja,nein,Enthaltung,ungültig,nichtabgegeben,total_votes,ratio_ja,ratio_nein,ratio_Enthaltung,ratio_ungültig,ratio_nichtabgegeben
BÜ90/GR,Ulle,Schauws,32,26,7,0,3,68,0.47058823529411764,0.38235294117647056,0.10294117647058823,0.0,0.04411764705882353
BÜ90/GR,Britta,Haßelmann,34,24,7,0,3,68,0.5,0.35294117647058826,0.10294117647058823,0.0,0.04411764705882353
AfD,Andreas,Mayer,22,40,3,0,3,68,0.3235294117647059,0.5882352941176471,0.04411764705882353,0.0,0.04411764705882353
BÜ90/GR,Janosch,Dahmen,33,24,8,0,3,68,0.4852941176470588,0.35294117647058826,0.11764705882352941,0.0,0.04411764705882353
CDU/CSU,Thomas,Rachel,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
CDU/CSU,Thomas,Jarzombek,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
CDU/CSU,Anja,Weisgerber,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
CDU/CSU,Thomas,Gebhart,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
CDU/CSU,Thomas,Erndl,52,13,0,0,3,68,0.7647058823529411,0.19117647058823528,0.0,0.0,0.04411764705882353
CDU/CSU,Michael,Kießling,52,13,0,0,3,68,0.7647058823529411,0.19117647058823528,0.0,0.0,0.04411764705882353
CDU/CSU,Stephan,Albani,52,13,0,0,3,68,0.7647058823529411,0.19117647058823528,0.0,0.0,0.04411764705882353
CDU/CSU,Simone,Borchardt,53,12,0,0,3,68,0.7794117647058824,0.17647058823529413,0.0,0.0,0.04411764705882353
CDU/CSU,Alexander,Engelhard,52,13,0,0,3,68,0.7647058823529411,0.19117647058823528,0.0,0.0,0.04411764705882353
CDU/CSU,Alexander,Throm,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
SPD,Marja-Liisa,Völlers,52,13,0,0,3,68,0.7647058823529411,0.19117647058823528,0.0,0.0,0.04411764705882353
Die Linke,Jörg,Cezanne,22,38,5,0,3,68,0.3235294117647059,0.5588235294117647,0.07352941176470588,0.0,0.04411764705882353
Die Linke,Clara,Bünger,23,37,5,0,3,68,0.3382352941176471,0.5441176470588235,0.07352941176470588,0.0,0.04411764705882353
Die Linke,Luke,Hoß,23,36,6,0,3,68,0.3382352941176471,0.5294117647058824,0.08823529411764706,0.0,0.04411764705882353
SPD,Helge,Lindh,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
BÜ90/GR,Sebastian,Schäfer,32,25,8,0,3,68,0.47058823529411764,0.36764705882352944,0.11764705882352941,0.0,0.04411764705882353
AfD,Diana,Zimmer,21,42,2,0,3,68,0.3088235294117647,0.6176470588235294,0.029411764705882353,0.0,0.04411764705882353
Die Linke,Maik,Brückner,22,37,6,0,3,68,0.3235294117647059,0.5441176470588235,0.08823529411764706,0.0,0.04411764705882353
SPD,Ingo,Vogel,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
AfD,Georg,Schroeter,22,41,2,0,3,68,0.3235294117647059,0.6029411764705882,0.029411764705882353,0.0,0.04411764705882353
BÜ90/GR,Rebecca,Lenhard,34,23,8,0,3,68,0.5,0.3382352941176471,0.11764705882352941,0.0,0.04411764705882353
SPD,Bernd,Rützel,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
SPD,Sebastian,Roloff,53,12,0,0,3,68,0.7794117647058824,0.17647058823529413,0.0,0.0,0.04411764705882353
CDU/CSU,Emmi,Zeulner,52,13,0,0,3,68,0.7647058823529411,0.19117647058823528,0.0,0.0,0.04411764705882353
CDU/CSU,Christoph,Vries,51,14,0,0,3,68,0.75,0.20588235294117646,0.0,0.0,0.04411764705882353
Die Linke,Ulrich,Thoden,23,36,6,0,3,68,0.3382352941176471,0.5294117647058824,0.08823529411764706,0.0,0.04411764705882353
AfD,Michael,Blos,21,40,3,0,4,68,0.3088235294117647,0.5882352941176471,0.04411764705882353,0.0,0.058823529411764705
AfD,Rainer,Galla,20,42,2,0,4,68,0.29411764705882354,0.6176470588235294,0.029411764705882353,0.0,0.058823529411764705
CDU/CSU,Mareike Lotte,Wulf,52,12,0,0,4,68,0.7647058823529411,0.17647058823529413,0.0,0.0,0.058823529411764705
SPD,Derya,Türk-Nachbaur,52,12,0,0,4,68,0.7647058823529411,0.17647058823529413,0.0,0.0,0.058823529411764705
CDU/CSU,Olav,Gutting,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
CDU/CSU,Alois,Rainer,52,12,0,0,4,68,0.7647058823529411,0.17647058823529413,0.0,0.0,0.058823529411764705
CDU/CSU,Hendrik,Streeck,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
AfD,Peter,Felser,21,40,3,0,4,68,0.3088235294117647,0.5882352941176471,0.04411764705882353,0.0,0.058823529411764705
CDU/CSU,Martina,Englhardt-Kopf,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
SPD,Andreas,Schwarz,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
AfD,Marcel,Queckemeyer,20,42,2,0,4,68,0.29411764705882354,0.6176470588235294,0.029411764705882353,0.0,0.058823529411764705
BÜ90/GR,Lisa,Badum,33,24,7,0,4,68,0.4852941176470588,0.35294117647058826,0.10294117647058823,0.0,0.058823529411764705
CDU/CSU,Mechthilde,Wittmann,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
CDU/CSU,Christiane,Schenderlein,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
AfD,Michael,Kaufmann,18,43,3,0,4,68,0.2647058823529412,0.6323529411764706,0.04411764705882353,0.0,0.058823529411764705
CDU/CSU,Steffen,Bilger,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
CDU/CSU,Tilman,Kuban,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
AfD,Ulrich,Zons,22,39,3,0,4,68,0.3235294117647059,0.5735294117647058,0.04411764705882353,0.0,0.058823529411764705
Die Linke,Sarah,Vollath,22,37,5,0,4,68,0.3235294117647059,0.5441176470588235,0.07352941176470588,0.0,0.058823529411764705
CDU/CSU,Astrid,Timmermann-Fechter,52,12,0,0,4,68,0.7647058823529411,0.17647058823529413,0.0,0.0,0.058823529411764705
CDU/CSU,Carsten,Linnemann,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
Die Linke,Katrin,Fey,22,38,4,0,4,68,0.3235294117647059,0.5588235294117647,0.058823529411764705,0.0,0.058823529411764705
SPD,Metin,Hakverdi,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
BÜ90/GR,Lamya,Kaddor,33,24,7,0,4,68,0.4852941176470588,0.35294117647058826,0.10294117647058823,0.0,0.058823529411764705
BÜ90/GR,Julia,Verlinden,32,25,7,0,4,68,0.47058823529411764,0.36764705882352944,0.10294117647058823,0.0,0.058823529411764705
Die Linke,Lisa,Schubert,22,32,3,0,4,61,0.36065573770491804,0.5245901639344263,0.04918032786885246,0.0,0.06557377049180328
CDU/CSU,Jens,Spahn,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
SPD,Johannes,Fechner,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
AfD,Stefan,Möller,20,41,3,0,4,68,0.29411764705882354,0.6029411764705882,0.04411764705882353,0.0,0.058823529411764705
CDU/CSU,Lars,Ehm,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
AfD,Knuth,Meyer-Soltau,20,39,5,0,4,68,0.29411764705882354,0.5735294117647058,0.07352941176470588,0.0,0.058823529411764705
AfD,Hannes,Gnauck,20,41,3,0,4,68,0.29411764705882354,0.6029411764705882,0.04411764705882353,0.0,0.058823529411764705
CDU/CSU,Hans,Koller,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
AfD,Stefan,Keuter,23,39,2,0,4,68,0.3382352941176471,0.5735294117647058,0.029411764705882353,0.0,0.058823529411764705
CDU/CSU,Julia,Klöckner,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
AfD,Kurt,Kleinschmidt,18,42,4,0,4,68,0.2647058823529412,0.6176470588235294,0.058823529411764705,0.0,0.058823529411764705
CDU/CSU,Roland,Theis,50,14,0,0,4,68,0.7352941176470589,0.20588235294117646,0.0,0.0,0.058823529411764705
AfD,Christian,Wirth,22,39,3,0,4,68,0.3235294117647059,0.5735294117647058,0.04411764705882353,0.0,0.058823529411764705
AfD,Christian,Douglas,21,40,3,0,4,68,0.3088235294117647,0.5882352941176471,0.04411764705882353,0.0,0.058823529411764705
BÜ90/GR,Harald,Ebner,32,25,7,0,4,68,0.47058823529411764,0.36764705882352944,0.10294117647058823,0.0,0.058823529411764705
AfD,Karsten,Hilse,18,43,3,0,4,68,0.2647058823529412,0.6323529411764706,0.04411764705882353,0.0,0.058823529411764705
SPD,Lars,Castellucci,51,13,0,0,4,68,0.75,0.19117647058823528,0.0,0.0,0.058823529411764705
AfD,Martin,Sichert,18,43,3,0,4,68,0.2647058823529412,0.6323529411764706,0.04411764705882353,0.0,0.058823529411764705
CDU/CSU,Alexander,Hoffmann,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
CDU/CSU,Stefan,Rouenhoff,50,13,0,0,5,68,0.7352941176470589,0.19117647058823528,0.0,0.0,0.07352941176470588
SPD,Daniel,Rinkert,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
AfD,Lukas,Rehm,22,38,3,0,5,68,0.3235294117647059,0.5588235294117647,0.04411764705882353,0.0,0.07352941176470588
CDU/CSU,Thomas,Bareiß,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
BÜ90/GR,Katharina,Dröge,33,23,7,0,5,68,0.4852941176470588,0.3382352941176471,0.10294117647058823,0.0,0.07352941176470588
AfD,Christina,Baum,17,43,3,0,5,68,0.25,0.6323529411764706,0.04411764705882353,0.0,0.07352941176470588
BÜ90/GR,Ophelia,Nick,32,24,7,0,5,68,0.47058823529411764,0.35294117647058826,0.10294117647058823,0.0,0.07352941176470588
Die Linke,Evelyn,Schötz,23,36,4,0,5,68,0.3382352941176471,0.5294117647058824,0.058823529411764705,0.0,0.07352941176470588
Die Linke,Bodo,Ramelow,22,36,5,0,5,68,0.3235294117647059,0.5294117647058824,0.07352941176470588,0.0,0.07352941176470588
SPD,Lina,Seitzl,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
CDU/CSU,Stephan,Pilsinger,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
CDU/CSU,Yannick,Bury,48,15,0,0,5,68,0.7058823529411765,0.22058823529411764,0.0,0.0,0.07352941176470588
Die Linke,Kathrin,Gebel,22,35,6,0,5,68,0.3235294117647059,0.5147058823529411,0.08823529411764706,0.0,0.07352941176470588
CDU/CSU,Vanessa,Zobel,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
CDU/CSU,Albert,Rupprecht,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
CDU/CSU,Albert,Stegemann,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
AfD,Julian,Schmidt,19,41,3,0,5,68,0.27941176470588236,0.6029411764705882,0.04411764705882353,0.0,0.07352941176470588
SPD,Frank,Junge,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
AfD,Lars,Schieske,20,40,3,0,5,68,0.29411764705882354,0.5882352941176471,0.04411764705882353,0.0,0.07352941176470588
AfD,Martina,Uhr,21,39,3,0,5,68,0.3088235294117647,0.5735294117647058,0.04411764705882353,0.0,0.07352941176470588
SPD,Martin,Gerster,50,13,0,0,5,68,0.7352941176470589,0.19117647058823528,0.0,0.0,0.07352941176470588
CDU/CSU,Johannes,Steiniger,50,13,0,0,5,68,0.7352941176470589,0.19117647058823528,0.0,0.0,0.07352941176470588
AfD,Tobias,Teich,21,38,4,0,5,68,0.3088235294117647,0.5588235294117647,0.058823529411764705,0.0,0.07352941176470588
BÜ90/GR,Michael,Kellner,32,23,8,0,5,68,0.47058823529411764,0.3382352941176471,0.11764705882352941,0.0,0.07352941176470588
CDU/CSU,Carsten,Müller (Braunschweig),50,13,0,0,5,68,0.7352941176470589,0.19117647058823528,0.0,0.0,0.07352941176470588
CDU/CSU,Mechthild,Heil,50,13,0,0,5,68,0.7352941176470589,0.19117647058823528,0.0,0.0,0.07352941176470588
AfD,Volker,Scheurell,21,40,2,0,5,68,0.3088235294117647,0.5882352941176471,0.029411764705882353,0.0,0.07352941176470588
AfD,Otto,Strauß,22,38,3,0,5,68,0.3235294117647059,0.5588235294117647,0.04411764705882353,0.0,0.07352941176470588
BÜ90/GR,Misbah,Khan,29,26,8,0,5,68,0.4264705882352941,0.38235294117647056,0.11764705882352941,0.0,0.07352941176470588
CDU/CSU,Gitta,Connemann,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
CDU/CSU,Andreas,Jung,38,8,0,0,5,51,0.7450980392156863,0.1568627450980392,0.0,0.0,0.09803921568627451
CDU/CSU,Christina,Stumpp,50,13,0,0,5,68,0.7352941176470589,0.19117647058823528,0.0,0.0,0.07352941176470588
SPD,Saskia,Esken,50,13,0,0,5,68,0.7352941176470589,0.19117647058823528,0.0,0.0,0.07352941176470588
CDU/CSU,Michael,Meister,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
CDU/CSU,Dorothee,Bär,49,14,0,0,5,68,0.7205882352941176,0.20588235294117646,0.0,0.0,0.07352941176470588
AfD,Stefan,Henze,21,39,3,0,5,68,0.3088235294117647,0.5735294117647058,0.04411764705882353,0.0,0.07352941176470588
CDU/CSU,Jürgen,Hardt,49,13,0,0,6,68,0.7205882352941176,0.19117647058823528,0.0,0.0,0.08823529411764706
SPD,Ralf,Stegner,49,13,0,0,6,68,0.7205882352941176,0.19117647058823528,0.0,0.0,0.08823529411764706
BÜ90/GR,Nyke,Slawik,32,23,7,0,6,68,0.47058823529411764,0.3382352941176471,0.10294117647058823,0.0,0.08823529411764706
BÜ90/GR,Leon,Eckert,34,21,7,0,6,68,0.5,0.3088235294117647,0.10294117647058823,0.0,0.08823529411764706
BÜ90/GR,Katrin,Göring-Eckardt,31,25,6,0,6,68,0.45588235294117646,0.36764705882352944,0.08823529411764706,0.0,0.08823529411764706
CDU/CSU,Heiko,Hain,48,14,0,0,6,68,0.7058823529411765,0.20588235294117646,0.0,0.0,0.08823529411764706
CDU/CSU,Reinhard,Brandl,48,14,0,0,6,68,0.7058823529411765,0.20588235294117646,0.0,0.0,0.08823529411764706
CDU/CSU,Patrick,Schnieder,50,12,0,0,6,68,0.7352941176470589,0.17647058823529413,0.0,0.0,0.08823529411764706
AfD,Daniel,Zerbin,19,40,3,0,6,68,0.27941176470588236,0.5882352941176471,0.04411764705882353,0.0,0.08823529411764706
CDU/CSU,Catarina,Santos-Wintz,49,13,0,0,6,68,0.7205882352941176,0.19117647058823528,0.0,0.0,0.08823529411764706
AfD,Torben,Braga,16,41,5,0,6,68,0.23529411764705882,0.6029411764705882,0.07352941176470588,0.0,0.08823529411764706
CDU/CSU,Maria-Lena,Weiss,51,11,0,0,6,68,0.75,0.16176470588235295,0.0,0.0,0.08823529411764706
Die Linke,Pascal,Meiser,20,36,6,0,6,68,0.29411764705882354,0.5294117647058824,0.08823529411764706,0.0,0.08823529411764706
Die Linke,Mirze,Edis,22,37,3,0,6,68,0.3235294117647059,0.5441176470588235,0.04411764705882353,0.0,0.08823529411764706
SPD,Svenja,Schulze,50,12,0,0,6,68,0.7352941176470589,0.17647058823529413,0.0,0.0,0.08823529411764706
BÜ90/GR,Schahina,Gambir,33,22,7,0,6,68,0.4852941176470588,0.3235294117647059,0.10294117647058823,0.0,0.08823529411764706
Fraktionslos,Stefan,Seidler,38,19,5,0,6,68,0.5588235294117647,0.27941176470588236,0.07352941176470588,0.0,0.08823529411764706
CDU/CSU,Florian,Hahn,50,12,0,0,6,68,0.7352941176470589,0.17647058823529413,0.0,0.0,0.08823529411764706
BÜ90/GR,Max,Lucks,29,25,8,0,6,68,0.4264705882352941,0.36764705882352944,0.11764705882352941,0.0,0.08823529411764706
BÜ90/GR,Moritz,Heuberger,30,25,7,0,6,68,0.4411764705882353,0.36764705882352944,0.10294117647058823,0.0,0.08823529411764706
CDU/CSU,Norbert Maria,Altenkamp,49,13,0,0,6,68,0.7205882352941176,0.19117647058823528,0.0,0.0,0.08823529411764706
BÜ90/GR,Sara,Nanni,30,24,8,0,6,68,0.4411764705882353,0.35294117647058826,0.11764705882352941,0.0,0.08823529411764706
BÜ90/GR,Julian,Joswig,29,25,8,0,6,68,0.4264705882352941,0.36764705882352944,0.11764705882352941,0.0,0.08823529411764706
SPD,Aydan,Özoğuz,48,14,0,0,6,68,0.7058823529411765,0.20588235294117646,0.0,0.0,0.08823529411764706
AfD,Enrico,Komning,21,38,3,0,6,68,0.3088235294117647,0.5588235294117647,0.04411764705882353,0.0,0.08823529411764706
CDU/CSU,Andreas,Lenz,49,13,0,0,6,68,0.7205882352941176,0.19117647058823528,0.0,0.0,0.08823529411764706
BÜ90/GR,Awet,Tesfaiesus,31,23,8,0,6,68,0.45588235294117646,0.3382352941176471,0.11764705882352941,0.0,0.08823529411764706
Die Linke,Katalin,Gennburg,21,36,5,0,6,68,0.3088235294117647,0.5294117647058824,0.07352941176470588,0.0,0.08823529411764706
AfD,Boris,Gamanov,19,40,3,0,6,68,0.27941176470588236,0.5882352941176471,0.04411764705882353,0.0,0.08823529411764706
BÜ90/GR,Omid,Nouripour,32,22,8,0,6,68,0.47058823529411764,0.3235294117647059,0.11764705882352941,0.0,0.08823529411764706
CDU/CSU,Stephan,Mayer (Altötting),48,14,0,0,6,68,0.7058823529411765,0.20588235294117646,0.0,0.0,0.08823529411764706
AfD,Kay-Uwe,Ziegler,15,43,3,0,7,68,0.22058823529411764,0.6323529411764706,0.04411764705882353,0.0,0.10294117647058823
Die Linke,Dietmar,Bartsch,22,33,6,0,7,68,0.3235294117647059,0.4852941176470588,0.08823529411764706,0.0,0.10294117647058823
Die Linke,Desiree,Becker,22,36,3,0,7,68,0.3235294117647059,0.5294117647058824,0.04411764705882353,0.0,0.10294117647058823
AfD,Udo Theodor,Hemmelgarn,20,38,3,0,7,68,0.29411764705882354,0.5588235294117647,0.04411764705882353,0.0,0.10294117647058823
AfD,Beatrix,Storch,21,37,3,0,7,68,0.3088235294117647,0.5441176470588235,0.04411764705882353,0.0,0.10294117647058823
BÜ90/GR,Tarek,Al-Wazir,31,23,7,0,7,68,0.45588235294117646,0.3382352941176471,0.10294117647058823,0.0,0.10294117647058823
CDU/CSU,Reza,Asghari,47,14,0,0,7,68,0.6911764705882353,0.20588235294117646,0.0,0.0,0.10294117647058823
CDU/CSU,Roderich,Kiesewetter,49,12,0,0,7,68,0.7205882352941176,0.17647058823529413,0.0,0.0,0.10294117647058823
CDU/CSU,Diana,Herbstreuth,47,14,0,0,7,68,0.6911764705882353,0.20588235294117646,0.0,0.0,0.10294117647058823
CDU/CSU,Peter,Beyer,48,13,0,0,7,68,0.7058823529411765,0.19117647058823528,0.0,0.0,0.10294117647058823
AfD,Gerrit,Huy,19,39,3,0,7,68,0.27941176470588236,0.5735294117647058,0.04411764705882353,0.0,0.10294117647058823
BÜ90/GR,Sandra,Detzer,30,24,7,0,7,68,0.4411764705882353,0.35294117647058826,0.10294117647058823,0.0,0.10294117647058823
AfD,Johann,Martel,20,38,3,0,7,68,0.29411764705882354,0.5588235294117647,0.04411764705882353,0.0,0.10294117647058823
Fraktionslos,Jan Wenzel,Schmidt,22,36,3,0,7,68,0.3235294117647059,0.5294117647058824,0.04411764705882353,0.0,0.10294117647058823
CDU/CSU,Johannes,Winkel,48,13,0,0,7,68,0.7058823529411765,0.19117647058823528,0.0,0.0,0.10294117647058823
AfD,Marc,Bernhard,17,41,3,0,7,68,0.25,0.6029411764705882,0.04411764705882353,0.0,0.10294117647058823
SPD,Tanja,Machalet,47,14,0,0,7,68,0.6911764705882353,0.20588235294117646,0.0,0.0,0.10294117647058823
Die Linke,Uwe,Foullong,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0
SPD,Isabel,Cademartori,49,12,0,0,7,68,0.7205882352941176,0.17647058823529413,0.0,0.0,0.10294117647058823
SPD,Siemtje,Möller,47,14,0,0,7,68,0.6911764705882353,0.20588235294117646,0.0,0.0,0.10294117647058823
CDU/CSU,Andreas,Mattfeldt,47,14,0,0,7,68,0.6911764705882353,0.20588235294117646,0.0,0.0,0.10294117647058823
BÜ90/GR,Ricarda,Lang,28,25,7,0,8,68,0.4117647058823529,0.36764705882352944,0.10294117647058823,0.0,0.11764705882352941
SPD,Carsten,Schneider (Erfurt),46,14,0,0,8,68,0.6764705882352942,0.20588235294117646,0.0,0.0,0.11764705882352941
SPD,Bärbel,Kofler,47,13,0,0,8,68,0.6911764705882353,0.19117647058823528,0.0,0.0,0.11764705882352941
Die Linke,Heidi,Reichinnek,22,34,4,0,8,68,0.3235294117647059,0.5,0.058823529411764705,0.0,0.11764705882352941
CDU/CSU,Nina,Warken,49,11,0,0,8,68,0.7205882352941176,0.16176470588235295,0.0,0.0,0.11764705882352941
BÜ90/GR,Katharina,Beck,29,25,6,0,8,68,0.4264705882352941,0.36764705882352944,0.08823529411764706,0.0,0.11764705882352941
AfD,Bernd,Schattner,16,41,3,0,8,68,0.23529411764705882,0.6029411764705882,0.04411764705882353,0.0,0.11764705882352941
CDU/CSU,Sascha,Beek,49,11,0,0,8,68,0.7205882352941176,0.16176470588235295,0.0,0.0,0.11764705882352941
AfD,Markus,Matzerath,21,36,3,0,8,68,0.3088235294117647,0.5294117647058824,0.04411764705882353,0.0,0.11764705882352941
CDU/CSU,Oliver,Pöpsel,48,12,0,0,8,68,0.7058823529411765,0.17647058823529413,0.0,0.0,0.11764705882352941
BÜ90/GR,Kassem,Taher Saleh,29,23,8,0,8,68,0.4264705882352941,0.3382352941176471,0.11764705882352941,0.0,0.11764705882352941
CDU/CSU,Wilhelm,Gebhard,49,11,0,0,8,68,0.7205882352941176,0.16176470588235295,0.0,0.0,0.11764705882352941
AfD,Peter,Bohnhof,19,40,1,0,8,68,0.27941176470588236,0.5882352941176471,0.014705882352941176,0.0,0.11764705882352941
AfD,Raimond,Scheirich,19,40,1,0,8,68,0.27941176470588236,0.5882352941176471,0.014705882352941176,0.0,0.11764705882352941
CDU/CSU,Armin,Laschet,47,12,0,0,9,68,0.6911764705882353,0.17647058823529413,0.0,0.0,0.1323529411764706
CDU/CSU,Saskia,Ludwig,43,15,1,0,9,68,0.6323529411764706,0.22058823529411764,0.014705882352941176,0.0,0.1323529411764706
Die Linke,Nicole,Gohlke,21,35,3,0,9,68,0.3088235294117647,0.5147058823529411,0.04411764705882353,0.0,0.1323529411764706
AfD,René,Springer,20,37,2,0,9,68,0.29411764705882354,0.5441176470588235,0.029411764705882353,0.0,0.1323529411764706
Die Linke,Violetta,Bock,21,34,4,0,9,68,0.3088235294117647,0.5,0.058823529411764705,0.0,0.1323529411764706
AfD,Anna,Rathert,20,36,3,0,9,68,0.29411764705882354,0.5294117647058824,0.04411764705882353,0.0,0.1323529411764706
AfD,Ruben,Rupp,19,37,3,0,9,68,0.27941176470588236,0.5441176470588235,0.04411764705882353,0.0,0.1323529411764706
SPD,Nina,Scheer,45,13,1,0,9,68,0.6617647058823529,0.19117647058823528,0.014705882352941176,0.0,0.1323529411764706
BÜ90/GR,Robin,Wagener,30,22,7,0,9,68,0.4411764705882353,0.3235294117647059,0.10294117647058823,0.0,0.1323529411764706
AfD,Claudia,Weiss,16,40,3,0,9,68,0.23529411764705882,0.5882352941176471,0.04411764705882353,0.0,0.1323529411764706
AfD,Manfred,Schiller,19,39,1,0,9,68,0.27941176470588236,0.5735294117647058,0.014705882352941176,0.0,0.1323529411764706
BÜ90/GR,Luise,Amtsberg,32,21,6,0,9,68,0.47058823529411764,0.3088235294117647,0.08823529411764706,0.0,0.1323529411764706
AfD,Thomas,Ladzinski,19,37,3,0,9,68,0.27941176470588236,0.5441176470588235,0.04411764705882353,0.0,0.1323529411764706
AfD,Kay,Gottschalk,19,37,3,0,9,68,0.27941176470588236,0.5441176470588235,0.04411764705882353,0.0,0.1323529411764706
AfD,Jochen,Haug,20,36,3,0,9,68,0.29411764705882354,0.5294117647058824,0.04411764705882353,0.0,0.1323529411764706
BÜ90/GR,Simone,Fischer,25,24,10,0,9,68,0.36764705882352944,0.35294117647058826,0.14705882352941177,0.0,0.1323529411764706
Die Linke,Janina,Böttger,20,34,5,0,9,68,0.29411764705882354,0.5,0.07352941176470588,0.0,0.1323529411764706
Die Linke,Jan,Köstering,18,35,6,0,9,68,0.2647058823529412,0.5147058823529411,0.08823529411764706,0.0,0.1323529411764706
AfD,Birgit,Bessin,19,37,3,0,9,68,0.27941176470588236,0.5441176470588235,0.04411764705882353,0.0,0.1323529411764706
Die Linke,Isabelle,Vandre,22,33,4,0,9,68,0.3235294117647059,0.4852941176470588,0.058823529411764705,0.0,0.1323529411764706
CDU/CSU,Serap,Güler,46,13,0,0,9,68,0.6764705882352942,0.19117647058823528,0.0,0.0,0.1323529411764706
AfD,Ingo,Hahn,20,36,3,0,9,68,0.29411764705882354,0.5294117647058824,0.04411764705882353,0.0,0.1323529411764706
AfD,Heinrich,Koch,18,38,3,0,9,68,0.2647058823529412,0.5588235294117647,0.04411764705882353,0.0,0.1323529411764706
SPD,Uwe,Schmidt,45,14,0,0,9,68,0.6617647058823529,0.20588235294117646,0.0,0.0,0.1323529411764706
AfD,Pierre,Lamely,18,38,3,0,9,68,0.2647058823529412,0.5588235294117647,0.04411764705882353,0.0,0.1323529411764706
AfD,Alexander,Wolf,18,38,3,0,9,68,0.2647058823529412,0.5588235294117647,0.04411764705882353,0.0,0.1323529411764706
SPD,Frank,Schwabe,45,13,0,0,10,68,0.6617647058823529,0.19117647058823528,0.0,0.0,0.14705882352941177
CDU/CSU,Silke,Launert,45,13,0,0,10,68,0.6617647058823529,0.19117647058823528,0.0,0.0,0.14705882352941177
BÜ90/GR,Corinna,Rüffer,19,24,15,0,10,68,0.27941176470588236,0.35294117647058826,0.22058823529411764,0.0,0.14705882352941177
CDU/CSU,Markus,Koob,51,7,0,0,10,68,0.75,0.10294117647058823,0.0,0.0,0.14705882352941177
CDU/CSU,Uwe,Feiler,44,14,0,0,10,68,0.6470588235294118,0.20588235294117646,0.0,0.0,0.14705882352941177
Die Linke,Luigi,Pantisano,21,31,6,0,10,68,0.3088235294117647,0.45588235294117646,0.08823529411764706,0.0,0.14705882352941177
AfD,Sebastian,Münzenmaier,20,35,3,0,10,68,0.29411764705882354,0.5147058823529411,0.04411764705882353,0.0,0.14705882352941177
Die Linke,Ines,Schwerdtner,22,30,6,0,10,68,0.3235294117647059,0.4411764705882353,0.08823529411764706,0.0,0.14705882352941177
AfD,Tobias,Ebenberger,18,37,3,0,10,68,0.2647058823529412,0.5441176470588235,0.04411764705882353,0.0,0.14705882352941177
